CQM,Date,Arrival Time,Machine Down?,Problem Code,Fault Found  by vendor,Remarks
4C90,23-Jul,13:55,Y,Request,HEALTH CHECK-CAS drop,Clean printer. Perform TSP.
4C59,23-Jul,10:00,N,NIB,endorsement,adjust printhead
4C1B,23-Jul,11:10,N,NIB,endorsement,reinstall ribbon. *follow 4C59
4C26,23-Jul,10:00,Y,NZA,CAS,Remove jammed CAS. Replaced stamp. Serviced machine. Test OK.
4C35,23-Jul,11:00,Y,NUD,cheque was jam at scanner,adjusted gap. *RI
4C4C,23-Jul,9:30,Y,Request,PM check,PM check. Replaec o-ring (collection path).
4C0A,23-Jul,10:15,Y,Request,PM check,PM check.
4C0B,23-Jul,10:45,Y,Request,PM check,PM check.
4C15,23-Jul,11:30,Y,HTP,Jam cheque at scanner,removed the jam cheque. Adjust the scanner motor. Replaced the scanner belt. Tested ok.
4C73,23-Jul,11:30,N,NZA,Out of service,"No CAS, CAS jam at cutter. Remove CAS and clean printer. Test ok."
4C8D,23-Jul,12:30,N,HTP,Jammed cheque,No jammed found. O-ring broken. Replaced O-ring (thickness adjustor). Serviced machine. Test OK.
4C28,23-Jul,16:00,Y,NZA,CAS problem,"Check printer, adjust printer gap, clean roller. Test Ok."
4C0D,23-Jul,17:55,N,NIB,endorsement,adjusted it. Cleaned both blackline.
4C92,23-Jul,17:10,N,NUD,Stamp loose,"Replace stamp, ribbon and clean scanner."
4C2D,23-Jul,21:30,Y,Request,Health Check,"Check printer setting, adjust printer gap, clean sensor and roller. Test OK."
4C02,24-Jul,14:00,Y,Request,Health check,Replace bin 1 paper guide.
4C24,24-Jul,10:20,N,NUD,Jam cheque at aligner,"removed the jam cheque. Clean scanner, adjust ink roller. Tested ok. "
4DAE,24-Jul,12:15,Y,Request,Can't align CAS,Adjust threshold setting
4C17,24-Jul,10:10,Y,Request,HC - advise,"Adjust the CAS motor, tested ok"
4C8D,24-Jul,12:00,N,NUD,Jammed cheque,"adjust feeder plate, tested ok"
4C8B,24-Jul,14:30,N,NUD,Jam cheque at eject slot,removed culved cheque.
4C6F,24-Jul,14:00,Y,NOZ,No Feeder light,The feeder cable is loosen. Fix the feeder cable and clean scanner. Test ok.
4C8D,24-Jul,16:00,N,NUD,Faulty cheque jammed at aligner,"Remove cheque, tested ok"
4C5A,25-Jul,11:05,Y,Request,Health Check - CAS,"Check printer ans setting, adjust printer gap, clean roller and sensor. Test OK."
4C94,25-Jul,12:15,Y,Request,Health check,Fixed the display.
4C94,25-Jul,12:15,Y,Request,PM check,PM check. Replaced red belt.
4C93,25-Jul,13:00,Y,Request,PM check,PM check. Replaced red belt & 420 belt.
4C9F,25-Jul,11:00,Y,Request,Health check,Replaced upper door lock & keys.
4C88,25-Jul,10:30,Y,NOZ,Out of service,Machine normal. Serviced machine. Test OK.
4C3A,25-Jul,10:30,N,NGB,Out of service,can't leave ramp. Adjust AT roller to avoid double cheque insert.
4C2F,25-Jul,10:50,N,NGB,Out of service,can't leave ramp. Adjusted 024 position.
4C70,25-Jul,10:15,Y,NIC,Black line on front image,Clean scanner & stamp
4C90,25-Jul,11:20,Y,Request,Health Check - CAS,Clean printer roller and clean print head. Adjust the metal film and printer's arm. Test ok.
4C30,25-Jul,10:45,N,NUD,Cheque jam,Ribbon metal film is broken. Replace ribbon and remove cheque. Test ok.
4C69,25-Jul,20:00,Y,NOZ,Touch screen problem,"Check the touch screen  and cable, no problem found, service machine. Test OK. *offered 12:15"
4C30,25-Jul,16:15,N,NGB,jam cheque,"no cheque jam, adjust stamp gap. Test ok"
4C73,25-Jul,16:45,N,NZA,out of service,take away jam cas paper. Service machine.
4C1C,26-Jul,13:15,Y,NZA,CAS Jam,"check printer and setting, clean sensor and roller. Test OK."
4C58,26-Jul,14:30,N,NGB,Sensor dirty,"Clean the F8 sensor, scanner and roller. Test OK."
4C51,27-Jul,10:00,N,NGB,Out of service. ,adjust the Feeder pad and open gate. Clean the scanner and roller. Tested ok.
4C1E,27-Jul,14:00,Y,NZA,CAS out ,Clean printer. 
4C94,27-Jul,17:00,N,NUD,jam cheque,"remove fold from aligner, test ok. *offered 15:30"
4C17,27-Jul,16:45,N,NGC,No display,restart pc. Inform atm of Drop water event.
4C60,27-Jul,21:30,Y,Request,Health check - CAS,adjust printhead
4C24,27-Jul,21:00,Y,Request,Health check - CAS,clean printer
4C4F,28-Jul,10:00,N,NUD,Jammed cheque,"Remove cheque near in scanner, replace ribbon, clean scanner and roller. Test OK."
4C90,28-Jul,15:30,Y,Request,Health Check ,Health Check - Replace printer(repaired) and test ok.
4C3A,28-Jul,9:25,Y,NZA,"No CAS, plleuy broken",Inform Diebold to arrange printer replacement
4C17,28-Jul,10:50,Y,Request,Health check CAS problem,Adjust ejection roller of CAS printer
4C3A,28-Jul,12:00,Y,HCA,Replace printer,Replace CAS printer. *offered 09:30
4DAB,28-Jul,11:30,N,NZA,No cas,take away jam cas paper. Service machine.
4C3E,28-Jul,11:35,Y,NZA,CAS jammed,"Remove cas, check printer and setting, clean sensor and roller. Test OK."
4C7C,28-Jul,13:00,Y,HCA,Cas blur,replaced cas printer and reinstall cas *RI
4C76,28-Jul,12:55,Y,NUB,Rejected cheque,"Adjust thickness adjuster, replace ink roller and clean sensor. Test OK."
4C7D,28-Jul,14:00,Y,Request,Find lose cheque,no lose cheque in CQM. Upload log.
4C74,28-Jul,14:00,Y,Request,Find lose cheque,no lose cheque in CQM. Upload log.
4C20,28-Jul,14:30,Y,NIC,Front scanner back line,"Clean front scanner, sensor and roller. Test OK."
4C8A,28-Jul,16:55,N,NUD,jam cheque,adjust feeder pad and feeder gate
4C8F,28-Jul,10:10,N,Request,Pm check,PM CHECK with reference to RI/PM/202007.
4C96,29-Jul,11:30,Y,Request,Search cheque,Cheque found in retention slot. Clean scanner and micr belt.
4C73,29-Jul,13:20,Y,Request,Health check,replaced cas printer
4C49,29-Jul,10:50,Y,NGB,Jam cheque,"machine arrived normal,adjust ramp solenoid"
4C38,29-Jul,14:40,N,NIA,Black line,The stamp is broken and front scanner is dirty. Replace stamp and clean scanner. Test ok.
4DA3,29-Jul,16:05,N,NGB,Beep sound,"F2 sensor engagged by coffee,cleaning and fix it"
4C83,29-Jul,19:00,N,NBZ,Upper cover cannot close,Adjust upper cover lock
4DAB,30-Jul,11:00,Y,Request,Health check,Remove jammed CAS. Cleaned CAS printer roller and sensors. Test OK.
4C5B,30-Jul,11:30,Y,Request,Health check ,Cannot eject properly. Replaced red belt. Serviced machine. Test OK.
4C04,30-Jul,10:45,N,NIB,"No crossing ,No endorsement","replaced ribbon,but guardforce cannot provide ink roller,follow up by gf"
4C98,30-Jul,10:35,Y,NIB,No endorsement,Replace ribbon
4C6C,30-Jul,10:30,Y,NZA,CAS,Clean printer sensor and replace new cas roll.
4C1C,30-Jul,11:00,N,NGZ,Out of service,"No network, all site machine is down. The machine is normal after reset the network by Guard. Test ok."
4C86,30-Jul,11:20,Y,Request,Upper door lock,Replace upper door lock. Test ok.
4C73,28-Jul,13:50,Y,Request,Health checked,clean the CAS printer. 
4C92,28-Jul,17:00,N,HCR,Jam card detected,replaced cardreader. Compact MDB due to out of service (data mismatch).
4C1A,28-Jul,19:45,N,NUD,Jam cheque at scanner,adjust gap. Image blur. Clean scanner TSP. Replaced pressure roller.
4DAC,29-Jul,10:00,N,NUD,Jam cheque at bin 1,removed the jam cheque. Clean solenoid of bin 1 and scanner. Tested ok. 
4C75,30-Jul,9:00,Y,Request,PM check,PM CHECK with reference to RI/PM/202007.
4C2D,30-Jul,9:45,Y,Request,PM check,PM CHECK with reference to RI/PM/202007. Replaced red belt.
4C77,30-Jul,12:15,N,NGB,jam cheque,"cleaning F1,F2,F29 sensor ,Test ok"
4DAA,30-Jul,16:30,N,NIC,image blur,"black line in front scanner, adjust stamp and ink-roller, clean scanner. *offered 14:30"
4C81,30-Jul,17:00,N,NIC,Black line,Cleaned scanner. Serviced machine. Test OK.
4C7B,31-Jul,10:00,N,NIA,Crossing blur,replaced ink roller and adjusted it. Clean stamp.
4C0F,31-Jul,11:20,N,NIA,Crossing,Replace ink roller. Clean scanner. Test ok
4C43,31-Jul,10:00,N,NZA,MISC Printer Failure,Reboot machine. Clean scanner. Test ok.
4C62,31-Jul,15:45,N,NUD,jam cheque,clean sensors F5 and 9 dirty. *RI
4C88,31-Jul,12:00,N,NGC,Out of service,Sorter roller shifted. Adjusted sorter roller. Serviced machine. Test OK.
4C18,31-Jul,15:00,Y,NUB,Can't insert cheque,Cleaned feeder roller & MICR. Replaced stamp & ribbon. Serviced machine. Test OK.
4C6E,29-Jul,11:00,Y,Request,Pm check,Pm check with reference to document RI/PM/202007. replace red belt
4DAC,30-Jul,9:30,N,NUD,Jammed cheque,"Actual Cause: Solenoid (aligner) failure. Action Taken: Adjust solenoid (aligner), tested ok"
4DAC,30-Jul,9:30,N,Request,Health check,"Adjust solenoid (bin 1), tested ok"
4C02,30-Jul,11:00,Y,Request,Health check - collection box,Replace bin 1 & bin 2 paper guide.
4C8A,31-Jul,9:30,N,NIA,Front crossing,"Ink roller use end, replace ink roller, tested ok"
4C89,31-Jul,17:10,Y,NZA,Cas blur,cleaning cas printer printer head
4DA8,31-Jul,12:40,Y,NUD,Jam cheque,"machine arrived normal,adjust eject slot paper guide"
4C28,31-Jul,14:45,Y,NZA,Cas blur,cleaning cas printer printer head
4C1A,30-Jul,9:45,N,NIC,Black line,"Clean the front scanner, sensor and roller. Test OK."
4C3E,29-Jul,14:00,Y,NZA,CAS jam,"Remove cheque, adjust printer gap, clean roller. Test OK."
4C5A,30-Jul,10:05,Y,Request,Health Check ,"Remove cas, adjsut printer gap, clean sensor and roller. Test OK."
4C13,30-Jul,15:10,Y,NOZ,Find cheque,"No cheque found, upload log, clean sensor and roller. Test OK."
4C45,29-Jul,13:00,N,NGA,PC off,"Turn on PC, clean scanner and roller, service machine. Test OK."
4C37,31-Jul,10:35,Y,Request,Health  Check,"Fixed the upper door lock, service machine. Test OK."
4C4D,31-Jul,16:30,N,NUD,Jammed cheq,"jammed in red belt, adjust red belt and clean it. Test OK."
4DA3,31-Jul,11:40,Y,Request,Health Check,"Replace F2, F1 and F29 sensor board, clean scanner and roller. Test OK."
4C54,30-Jul,9:45,N,NIA,No crossing,Replace ink roller. Rescrew upper cover lock. Perform TSP.
4C61,31-Jul,10:00,N,NIA,No crossing,Replaec stamp. Adjust printhead.
