Last Replaced,CQM
03/08/2017,HASE DPM1002/00448 CQM4C74
07/08/2017,BOCHK DPM1002/0900 CDM67046
06/08/2017,HASE DPM1002/01130 CQM4C39
10/08/2017,HSBC DPM1002/01326 CDM5826
17/08/2017,NCB DPM1002/01552 CQM67826
01/09/2017,HASE DPM1002/00277 CQM4C43
08/09/2017,HSBC DPM1002/01793 CQM58A8
07/09/2017,HASE DPM1002/00298 CQM4C5C
07/09/2017,HASE DPM1002/00444 CQM4C6A
12/09/2017,BOC DPM1002/01107 CDM67198
14/09/2017,BOCHK DPM1002/00902 CQM67048
13/09/2017,NCB DPM1002/01692 CQM67834
21/09/2017,HSBC DPM1002/01825 CQM58E0
21/09/2017,HSBC DPM1002/01824 CQM58DC
18/09/2017,HASE DPM1002/01185 CQM4C2E
28/09/2017,BOC DPM1002/01417 CQM67174
27/09/2017,BOC DPM1002/01324 CQM67165
29/09/2017,HASE DPM1002/01590 CQM4C7A
03/10/2017,BOC DPM1002/00624 CQM67007
07/10/2017,HASE DPM1002/02099 CQM4C40
12/10/2017,NCB DPM1002/01567 CQM67827
11/10/2017,HSBC DPM1002/01926 CQM58E6
17/10/2017,HASE DPM1002/01454 CQM4C73
19/10/2017,HSBC DPM1002/01439 CQM4C7B
20/10/2017,BOC DPM1002/01456 CDM67188
23/10/2017,HSBC DPM1002/01242 CQM5825
02/11/2017,HASE DPM1002/01193 CQM4C69
06/11/2017,BOC DPM1002/00869 CDM67240
07/11/2017,HSBC DPM1002/01145 CQM58FD
07/11/2017,HASE DPM1002/00550 CQM4C9A
09/11/2017,HSBC DPM1002/01242 CQM5825
16/11/2017,BOC DPM1002/02065 CQM67014
17/11/2017,BOC DPM1002/02065 CQM67219
05/12/2017,BOC DPM1002/01104 CDM67085
05/12/2017,BOC DPM1002/00631 CDM67006
13/12/2017,BOC DPM1002/01323 CDM67163
14/12/2017,NCB DPM1002/01297 CDM67805
21/12/2017,HSBC DPM1002/01146 CQM5836
03/01/2018,NCB DPM1002/01614 CQM67830
09/01/2018,HASE DPM1002/00648 CQM4C5F
29/01/2018,HT Consulting (Asia) Sdn Bhd
30/01/2018,BOCHK DPM1002/01239 CDM67115
30/01/2018,BOCHK DPM1002/00952 CDM67055
30/01/2018,HASE DPM1002/00526 CDM4C8E
31/01/2018,BOCHK DPM1002/01005 CDM67074
01/02/2018,BOCHK DPM1002/01689 CDM67222
30/01/2018,NCB DPM1002/01650 CQM67832
02/02/2018,HSBC DPM1002/01837 CQM5896
06/02/2018,HSBC DPM1002/01188 CQM5817
05/02/2018,BOC DPM1002/01102 CDM67211
08/02/2018,HASE DPM1002/01434 CQM4C22
09/02/2018,BOCHK DPM1002/00994 CDM67228
08/02/2018,BOCHK DPM1002/02069 CDM67247
09/02/2018,BOCHK DPM1002/01292 CDM67144
09/02/2018,HASE DPM1002/01438 CDM4C9D
10/02/2018,HASE DPM1002/02137 CDM4C81
11/02/2018,HASE DPM1002/00292 CQM4C38
12/02/2018,HSBC DPM1002/00305 CQM587D
13/02/2018,HASE DPM1002/01088 CQM4C93
13/02/2018,HASE DPM1002/01587 CQM4C08
13/02/2018,BOC DPM1002/01459 CDM67191
14/02/2018,HSBC DPM1002/01147 CQM5804
14/02/2018,HASE DPM1002/01870 CQM4C91
14/02/2018,BOCHK DPM1002/01301 CDM67148
15/02/2018,BOC DPM1002/01593 CQM67012
15/02/2018,BOC DPM1002/01092 CDM67083
22/02/2018,HSBC DPM1002/00399 CDM5812
23/02/2018,HSBC DPM1002/01939 CQM58B4
23/02/2018,HSBC DPM1002/01925 CQM582A
23/02/2018,HASE DPM1002/00415 CQM4C4B
27/02/2018,HSBC DPM1002/01853 CQM58BD
28/02/2018,HSBC DPM1002/01878 CQM5847
01/03/2018,HASE DPM1002/00300 CQM4C3D
01/03/2018,HSBC DPM1002/01932 CQM5879 
01/03/2018,HSBC DPM1002/01829 CQM5875
01/03/2018,HSBC DPM1002/01120 CQM5841
01/03/2018,HSBC DPM1002/00399 CDM5812
01/03/2018,HSBC DPM1002/00530 CQM5839
01/03/2018,HSBC DPM1002/01912 CQM588E
02/03/2018,HSBC DPM1002/02063 CQM58EA
02/03/2018,HSBC DPM1002/01841 CQM58AB
09/03/2018,BOCHK DPM1002/00620 CDM67004
12/03/2018,BOCHK DPM1002/01289 CDM67180
12/03/2018,BOC DPM1002/01013 CDM67054
14/03/2018,HSBC DPM1002/01450 CQM5832
15/03/2018,HSBC DPM1002/00362 CQM5829
19/03/2018,HASE DPM1002/00554 CQM4C9E
19/03/2018,HSBC DPM1002/01927 CQM587A
19/03/2018,HASE DPM1002/00550 CQM4C9A
19/03/2018,BOC DPM1002/01513 CDM67203
19/03/2018,BOC DPM1002/01247 CDM67118
21/03/2018,NCB DPM1002/01615 CQM67831
26/03/2018,HASE DPM1002/01189 CQM4C63
27/03/2018,BOCHK DPM1002/01456 CDM67188
29/03/2018,HSBC DPM1002/01838 CQM58EE
29/03/2018,Stock count
03/04/2018,HSBC DPM1002/01832 CQM5850
04/04/2018,BOCHK DPM1002/00628 CDM67229
09/04/2018,HASE DPM1002/01700 CQM4C7E
11/04/2018,HASE DPM1002/01699 CQM4C1B
13/04/2018,HASE DPM1002/01022 CQM4C49
17/04/2018,BOC DPM1002/01461 CDM67193
23/04/2018,BOC DPM1002/00900 CDM67046
23/04/2018,BOC DPM1002/02112 CDM67049
24/04/2018,BOC DPM1002/01550 CDM67209
08/05/2018,HASE DPM1002/01342 CQM4C34
25/05/2018,HASE DPM1002/01087 CQM4C53
25/05/2018,BOC DPM1002/00795 CDM67025
28/05/2018,HSBC DPM1002/01834 CQM5861
29/05/2018,BOCHK DPM1002/02111 CDM67001
22/06/2018,NCB DPM1002/01312 CDM67808
22/06/2018,BOC DPM1002/01280 CDM67132
27/09/2018,HSBC DPM1002/01927 CQM587A
27/06/2018,HT Consulting (Asia) Sdn Bhd
03/07/2018,HSBC DPM1002/00954 CQM58CF
03/07/2018,HSBC DPM1002/01812 CQM58C1
04/07/2018,HASE DPM1002/01130 CQM4C39
06/07/2018,BOC DPM1002/01284 CQM67136
05/07/2018,HSBC DPM1002/01811 CQM5865
05/07/2018,HASE DPM1002/01331 CQM4C75
09/07/2018,HASE DPM1002/00556 CQM4C6C
09/07/2018,BOCHK DPM1002/01240 CDM67116
09/07/2018,HASE DPM1002/01448 CQM4C90
12/07/2018,HASE DPM1002/02097 CQM4C9F
13/07/2018,BOCHK DPM1002/00849 CDM67029
16/07/2018,HSBC DPM1002/02062 CQM58E9
18/07/2018,HSBC DPM1002/00344 CQM5871
18/07/2018,HSBC DPM1002/02104 CQM4C66
19/07/2018,HSBC DPM1002/02060 CQM58E7
20/07/2018,HASE DPM1002/01193 CQM4C69
24/07/2018,HSBC DPM1002/00837 CQM58CC
24/07/2018,HSBC DPM1002/01932 CQM5879 
24/07/2018,HSBC DPM1002/01931 CQM5878
26/07/2018,BOC DPM1002/01652 CQM67216
01/08/2018,BOC DPM1002/01325 CQM67159
01/08/2018,BOC DPM1002/02071 CDM67249
01/08/2018,HASE DPM1002/01435 CQM4C87
03/08/2018,HASE DPM1002/01123 CQM5815
03/08/2018,HASE DPM1002/02136 CQM4C71
03/08/2018,NCB DPM1002/01473 CQM67820
07/08/2018,BOCHK DPM1002/00768 CDM67016
08/08/2018,BOCHK DPM1002/00887 CDM67033
10/08/2018,HSBC DPM1002/01265 CQM58DF
09/08/2018,NCB DPM1002/01297 CDM67805
11/08/2018,HSBC DPM1002/00260 CQM588B
21/08/2018,HSBC DPM1002/01879 CQM5868
21/08/2018,BOC DPM1002/01907 CDM67232
22/08/2018,NCB DPM1002/01694 CDM67833
23/08/2018,HSBC DPM1002/01267 CQM5846
23/08/2018,BOCHK DPM1002/02068 CDM67246
27/08/2018,HSBC DPM1002/00286 CQM58D4
30/08/2018,NCB DPM1002/01592 CDM67828
31/08/2018,BOCHK DPM1002/01109 CQM67237
01/09/2018,JASE DPM1002/02126 CQM4C28
03/09/2018,HSBC DPM1002/01841 CQM58AB
02/09/2018,HSBC DPM1002/01940 CQM5897
07/09/2018,HASE DPM1002/01191 CQM4C70
10/09/2018,BOCHK DPM1002/00623CDM67181
11/09/2018,HSBC DPM1002/00304 CQM587F
11/09/2018,HASe DPM1002/01873 CQM4C1A
12/09/2018,BOC DPM1002/01000 CQM67064
14/09/2018,HASE DPM1002/00420 CQM4C13
14/09/2018,HSBC DPM1002/00371 CQM58C0
15/09/2018,BOCHK DPM1002/00628 CDM67229
17/09/2018,BOCHK DPM1002/01551 CDM67210
26/09/2018,BOC DPM1002/00863 CDM67227
30/09/2018,HSBC DPM1002/01926 CQM58E6
06/10/2018,HASE DPM1002/00536 CQM4C30
09/10/2018,HSBC DPM1002/00838 CQM5884
09/10/2018,BOC DPM1002/00789 CDM67018
15/10/2018,HASE DPM1002/00555 CQM4C5B
17/10/2018,HSBC DPM1002/01930 CQM5877
22/10/2018,HSBC DPM1002/01913 CQM580F
24//10/2018,NCB DPM1002/02125 CDM67844
30/10/2018,HASE DPM1002/00300 CQM4C3D
31/10/2018,HASE DPM1002/01448 CQM4C90
05/11/2018,BOC DPM1002/01319 CQM67160
06/11/2018,BOC DPM1002/00847 CQM67027
09/11/2018,HSBC DPM1002/01797 CQM58C6
12/11/2018,HSBC DPM1002/02061 CQM58E8
13/11/2018,HSBC DPM1002/01328 CQM5806
16/11/2018,BOCHK DPM1002/00793 CDM67023
19/11/2018,BOCHK DPM1002/01003 CDM67071
16/11/2018,HASE DPM1002/01018 CQM4C46
19/11/2018,HASE DPM1002/02130 CQM4C95
24/11/2018,BOCHK DPM1002/01687 CDM67201
26/11/2018,HT Consulting
01/12/2018,HSBC DPM1002/00532 CQM5848
05/12/2018,HSBC DPM1002/01917 CQM5886
08/12/2018,HSBC DPM1002/00265 CQM588A
08/12/2018,BOC DPM1002/01287 CDM67139
12/12/2018,HSBC DPM1002/01942 CQM5824
14/12/2018,BOC DPM1002/00861 CDM67037
17/12/2018,HASE DPM1002/02141 CQM4C23
19/12/2018,BOCHK DPM1002/01282 CDM67134
19/12/2018,HT Consulting
20/12/2018,HSBC DPM1002/01834 CQM5853
21/12/2018,BOC DPM1002/01508 CDM67200
28/12/2018,HASE DPM1002/01440 CQM4C1D
29/12/2018,HASE DPM1002/01017 CQM4C8A
31/12/2018,HSBC DPM1002/00268 CQM581A
31/12/2018,BOCHK DPM1002/00863 CDM67227
02/01/2019,BOCHK DPM1002/01319 CDM67160
02/01/2019,HSBC DPM1002/01444 CQM5843
03/01/2019,BOC DPM1002/01249 CDM67120
07/01/2019,HSBC DPM1002/00265 CQM5859
07/01/2019,HSBC DPM1002/01442 CQM5800
13/01/2019,HSBC DPM1002/01799 CQM58A2
13/01/2019,HASE DPM1002/00648 CQM4C5F
14/01/2019,HSBC DPM1002/01244 CQM5837
16/01/2019,HSBC DPM1002/01149 CQM58EC
15/01/2019,HSBC DPM1002/00781 CQM58A3
16/01/2019,HASE DPM1002/02157 CQM4C0A
16/01/2019,BOC DPM1002/01105 CDM67097
21/01/2019,HASE DPM1002/01589 CQM4C3A
19/01/2019,HASE DPM1002/02129 CQM38386
21/01/2019,BOC DPM1002/01113 CDM67103
16/01/2019,NCB DPM1002/01955 CDM67841
22/01/2019,BOCHK DPM1002/00650 CDM67208
22/01/2019,BOCHK DPM1002/01001 CDM67065
25/01/2019,HSBC DPM1002/01928 CQM587B
29/01/2019,BOC DPM1002/01094 CDM67082
30/01/2019,HSBC DPM1002/01267 CQM5846
31/01/2019,HASE DPM1002/00551 CQM4C20
07/02/2019,HASE DPM1002/00648 CQM4C5F
09/02/2019,HSBC DPM1002/01790 CQM5894
11/02/2019,HASE DPM1002/01269 CQM4C89
20/01/2019,BOCHK DPM1002/00952 CDM67053
22/02/2019,HSBC DPM1002/00417 CQM581A
01/03/2019,HASE DPM1002/00414 CQM4C7A
01/03/2019,BOC DPM1002/02070 CDM67248
02/03/2019,BOCHK DPM1002/2069 CDM67247
01/03/2019,HASE DPM1002/02137 CDM4C81
02/03/2019,BOC DPM1002/00631 CDM67006
09/03/2019,BOC DPM1002/01417 CDM67174
08/03/2019,BOC DPM1002/02213 CDM67074
08/03/2019,BOC DPM1002/01003 CDM67071
08/03/2019,BOC DPM1002/01283 CDM67135
08/03/2019,HASE DPM1002/00445 CQM4C1F
08/03/2019,HASE DPM1002/02101 CQM4C53
08/03/2019,HSBC DPM1002/01853 CQM58BD
09/03/2019,HASE DPM1002/00288 CQM4C2C
12/03/2019,NCB DPM1002/01466 CDM67818
11/03/2019,BOC DPM1002/01547 CDM67206
11/03/2019,BOC DPM1002/02111 CDM67001
13/03/2019,BOC DPM1002/02207 CQM67268
11/03/2019,HSBC DPM1002/02197 CQM4C6D
11/03/2019,HASE DPM1002/02187 CQM4C3F
11/03/2019,HASE DPM1002/00551 CQM4C20
15/03/2019,BOC DPM1002/00863 CQM67227
21/03/2019,HSBC DPM1002/00837 CQM58CC
28/03/2019,NCB DPM1002/01552 CQM67826
29/03/2019,BOC DPM1002/01255 CDM67126
02/04/2019,HASE DPM1002/02188 CQM4C88
03/04/2019,HSBC DPM1002/01865 CQM5870
04/04/2019,HSBC DPM1002/01854 CQM5840
08/04/2019,HSBC DPM1002/02083 CDM67252
08/04/2019,HSBC DPM1002/01121 CQM5811
09/04/2019,BOC DPM1002/01688 CDM67218
09/04/2019,BOC DPM1002/00861 CDM67037
16/04/2019,DEMO DPM1002/01412
16/04/2019,BOC DPM1002/02113 CQM67024
24/04/2019,HSBC DPM1002/01145 CQM58FD
23/04/2019,BOC DPM1002/02179 CQM67067
25/04/2019,HASE DPM1002/00522 CQM4C96
27/04/2019,BOCHK DPM1002/00902 CDM67048
29/04/2019,HSBC DPM1002/01922 CQM581C
29/04/2019,HSBC DPM1002/01812 CQM588E
30/04/2019,HSBC DPM1002/00371 CQM5836
02/05/2019,HSBC DPM1002/01442 CQM5800
05/07/2019,HASE DPM1002/01128 CQM4C58
07/05/2019,HSBC DPM1002/01444 CQM5843
16/05/2019,BOCHK DPM1002/01463 CDM67194
17/05/2019,HSBC DPM1002/01814 CQM589C
16/05/2019,HSBC DPM1002/00265 CQM588A
19/05/2019,HASE DPM1002/02139 CQM4C57
20/05/2019,NCB DPM1002/01510 CDM67822
17/05/2019,BOCHK DPM1002/02118 CDM67013
21/05/2019,HASE DPM1002/01951 CQM4C37
22/05/2019,CYB DPM1002/00769 CDM67902
24/05/2019,HASE DPM1002/01185 CQM4C2E
24/05/2019,HASE DPM1002/01950 CQM4C8D
28/05/2019,HSBC DPM1002/01859 CQM580A
29/05/2019,HASE DPM1002/02134 CQM4C0C
30/05/2019,BOC DPM1002/01548 CQM67207
29/05/2019,BOC DPM1002/01307 CDM67154
31/05/2019,HSBC DPM1002/02112 CQM5851
03/06/2019,HSBC DPM1002/00364 CQM58B3
03/06/2019,HASE DPM1002/00541 CQM4C0F
04/06/2019,HSBC DPM1002/01941 CQM5820
14/06/2019,BOC DPM1002/00993 CDM67061
14/06/2019,HSBC DPM1002/02058 CQM589E
14/06/2019,HSBC DPM1002/01148 CQM58DB
20/06/2019,Get On Technology Co Ltd
27/06/2019,HSBC DPM1002/02057 CQM580C
02/07/2019,HSBC DPM1002/01933 CQM5821
04/07/2019,BOCHK DPM1002/0094 CDM67228
03/07/2019,HSBC DPM1002/01854 CQM5840
05/07/2019,BOC DPM1002/02117 CQM67017 
08/07/2019,BOC DPM1002/01357 CDM67168
08/07/2019,BOC DPM1002/02114 CDM67020
15/07/2019,BOCHK DPM1002/01291 CDM33489
15/07/2019,BOCHK DPM1002/01277 CDM67129
18/07/2019,HSBC DPM1002/01947 CQM5858
18/07/2019,NCB DPM1002/01311 CDM67807
19/07/2019,HASE DPM1002/01192 CQM4C3E
30/07/2019,HSBC DPM1002/00227 CQM586B
29/07/2019,BOC DPM1002/01103 CQM67221
01/08/2019,BOC DPM1002/00863 CQM67227
06/08/2019,BOC DPM1002/01302 CDM67149
06/08/2019,HSBC DPM1002/01919 CQM580E
07/08/2019,BOC DPM1002/00867 CDM67043
10/08/2019,HASE DPM1002/02100 CQM4C8B
12/08/2019,BOC DPM1002/01316 CDM67157
20/08/2019,BOC DPM1002/01954 CDM67236
22/08/2019,HASE DPM1002/01699 CQM4C1B
27/08/2019,HASE DPM1002/01591 CQM4C2D
28/08/2019,HSBC DPM1002/00844 CQM5818
29/08/2019,HASE DPM1002/02105 CQM4C6F
29/08/2019,BOC DPM1002/01276 CDM67128
30/08/2019,HASE DPM1002/01129 CQM4C59
02/09/2019,BOCHK DPM1002/01303 CDM67243
03/09/2019,BOCHK DPM1002/00869 CDM67240
03/09/2019,BOC DPM1002/01464 CDM67081
04/09/2019,HASE DPM1002/01452 CQM4C9C
05/09/2019,HSBC DPM1002/01223 CQM587C
05/09/2019,HSBC DPM1002/01915 CQM58D7
06/09/2019,HSBC DPM1002/01943 CDM582B
12/09/2019,HSBC DPM1002/02056 CQM586B
14/09/2019,HSBC DPM1002/01865 CQM5870
13/09/2019,BOC DPM1002/01908 CQM67233
16/09/2019,BOC DPM1002/02114 CQM67020
16/09/2019,BOC DPM1002/02117 CQM67017 
16/09/2019,BOCHK DPM1002/02067 CDM67245
18/09/2019,HSBC DPM1002/00530 CQM5839
18/09/2019,HSBC DPM1002/00265 CQM588A
19/09/2019,HASE DPM1002/01090 CQM4C79
23/09/2019,HSBC DPM1002/00271 CQM58D3
24/09/2019,HSBC DPM1002/00542 CQM5807
20/09/2019,BOC DPM1002/01304 CDM67275
27/09/2019,BOC DPM1002/01253 CDM67124
04/10/2019,HSBC DPM1002/00832 CQM58CA
09/10/2019,HASE DPM1002/01443 CQM4C31
26/10/2019,HASE DPM1002/01454 CQM4C73
28/10/2019,HASE DPM1002/02188 CQM4C88
29/10/2019,BOC DPM1002/01308 CDM67155
06/11/2019,HASE DPM1002/01015 CQM4C45
14/11/2019,BOCHK DPM1002/01114 CDM67104
19/11/2019,HASE DPM1002/01016 CQM4C61
21/11/2019,HT Consulting
24/11/2019,HSBC DPM1002/01799 CQM58A2
26/11/2019,BOCHK DPM1002/01668 CQM67212
27/11/2019,HSBC DPM1002/01944 CQM582C
27/11/2019,BOCHK DPM1002/2120 CDM67040
29/11/2019,BOCHK DPM1002/01321 CDM67263
03/12/2019,BOCHK DPM1002/01254 CDM67125
02/12/2019,HSBC DPM1002/01877 CQM587D
30/11/2019,HASE DPM1002/01232 CQM4C72
04/12/2019,HASE DPM1002/02101 CQM4C53
05/12/2019,BOC DPM1002/01004 CDM67072
06/12/2019,BOC DPM1002/01104 CDM67085
07/12/2019,HASE DPM1002/02191 CQM4C32
06/12/2019,BOCHK DPM1002/01416 CDM67173
08/12/2019,HASE DPM1002/00523 CQM4C9B
10/12/2019,BOCHK DPM1002/00995 CDM67066
12/12/2019,HASE DPM1002/00649 CQM4C00
13/12/2019,HASE DPM1002/002127 CQM4C06
16/12/2019,HSBC DPM1002/00261 CQM588C
17/12/2019,HASE DPM1002/00543 CQM4C41
18/12/2019,HSBC DPM1002/02167 CQM58B6
26/12/2019,HSBC DPM1002/01799 CQM58A2
27/12/2019,BOC DPM1002/01460 CDM67192
30/12/2019,NCB DPM1002/01509 CDM67821
02/01/2020,BOCHK DPM1002/01338 CQM67143
03/01/2019,HSBC DPM1002/01808 CQM5895
11/01/2020,HSBC DPM1002/01864 CQM585E
13/01/2020,HSBC DPM1002/01939 CQM58B4
14/01/2020,HSBC DPM1002/02040 CQM583C
16/01/2020,HASE DPM1002/02099 CQM4C40
29/01/2020,BOCHK DPM1002/01110 CDM67100
24/01/2020,HASE DPM1002/01440 CQM4C1D
24/01/2020,HSBC DPM1002/01014 CQM5803
01/02/2020,HSBC DPM1002/00133 CQM585D
10/02/2020,BOCHK DPM1002/00624 CDM67007
10/02/2020,HASE DPM1002/02165 CQM4C07
11/02/2020,HSBC DPM1002/01242 CQM5825
12/02/2020,HASE DPM1002/01791 CQM4C27
17/02/2020,HSBC DPM1002/00344 CQM5871
17/02/2020,HASE DPM1002/01187 CDM4C15
02/03/2020,HSBC DPM1002/00271 CQM58D3
10/02/2020,HSBC DPM1002/02168 CQM58B9
03/03/2020,HSBC DPM1002/00844 CQM5818
04/03/2020,HSBC DPM1002/01934 CQM5827
07/03/2020,HSBC DPM1002/01948 CQM58C2
09/03/2020,BOCHK DPM1002/02115 CDM67032
09/03/2020,BOC DPM1002/01104 CDM67085
09/03/2020,HASE DPM1002/01187 CDM4C15
11/03/2020,HSBC DPM1002/02166 CQM58A6
11/03/2020,HSBC DPM1002/01242 CQM5825
11/03/2020,HSBC DPM1002/01944 CQM582C
11/03/2020,HSBC DPM1002/01793 CQM58A8
12/03/2020,HSBC DPM1002/00260 CQM588B
12/03/2020,HSBC DPM1002/00256 CQM586A
13/03/2020,HSBC DPM1002/01807 CQM5892
17/03/2020,BOCHK DPM1002/01300 CDM67147
16/03/2020,NCB DPM1002/01692 CQM67834
18/03/2020,HASE DPM1002/00521 CQM4C8C
17/03/2020,BOCHK DPM1002/01111 CDM67196
23/03/2020,HSBC DPM1002/01821 CQM5823
27/03/2020,HSBC DPM1002/01837 CQM5896
31/03/2020,HSBC DPM1002/00647 CQM5814
15/04/2020,HSBC DPM1002/02059 CQM589F
20/04/2020,HSBC DPM1002/02082 CQM58A1
29/04/2020,BOC DPM1002/02064 CQM67251
03/05/2020,HASE DPM1002/02103 CQM4C18
10/05/2020,HSBC DPM1002/01851 CQM582E
07/05/2020,HSBC DPM1002/01827 CQM58E4
14/05/2020,BOC DPM1002/01106 CQM67098
21/05/2020,BOC DPM1002/01248 CDM67119
27/05/2020,HSBC DPM1002/00498 CQM58C5
27/05/2020,BOC DPM1002/00866 CQM67224
27/05/2020,HASE DPM1002/01590 CQM4C10
29/05/2020,NCB DPM1002/01465 CQM67817
03/06/2020,BOC DPM1002/01339 CQM67242
04/06/2020,HASE DPM1002/00538 CQM4C8F
08/06/2020,BOCHK DPM1002/01234 CDM67113
08/06/2020,NCB DPM1002/01315 CDM67806
11/06/2020,BOCHK DPM1002/01293 CDM67145
11/06/2020,BOCHK DPM1002/01142 CDM67111
10/06/2020,BOCHK DPM1002/01320 CDM67161
13/06/2020,NCB DPM1002/01695 CDM67837
12/06/2020,HSBC DPM1002/01841 CQM58AB
18/06/2020,HSBC DPM1002/02171 CQM58C7
20/06/2020,HASE DPM1002/01437 CQM4C82
12/06/2020,BOC DPM1002/01429 CDM67197
20/06/2020,HSBC DPM1002/01836 CQM5842
24/06/2020,BOCHK DPM1002/01456 CDM67188
25/06/2020,HSBC DPM1002/01935 CQM58148
26/06/2020,BOCHK DPM1002/00992 CDM67060
24/06/2020,HSBC DPM1002/01909 CQM58AC
29/06/2020,BOC DPM1002/02117 CQM67017 
30/06/2020,HSBC DPM1002/01875 CQM5885
27/06/2020,HASE DPM1002/02195 CQM4C77
03/07/2020,NCB DPM1002/01314 CDM67801
04/07/2020,HASE DPM1002/01586 CQM4C02
08/07/2020,HSBC DPM1002/01837 CQM5896
08/07/2020,HASE DPM1002/01700 CQM4C7E
11/07/2020,BOC DPM1002/00850 CDM67030
16/07/2020,BOC DPM1002/00949 CDM67052
16/07/2020,BOC DPM1002/02124 CDM67254
21/07/2020,HASE DPM1002/01187 CDM4C15
24/07/2020,BOC DPM1002/00792 CDM67022
22/07/2020,HASE DPM1002/00593 CQM4C17
21/07/2020,HSBC DPM1002/00497 CQM58FE
23/07/2020,HSBC DPM1002/02043 CQM58A7
27/07/2020,BOC DPM1002/01115 CDM67108
25/07/2020,HSBC DPM1002/01841 CQM58AB
31/07/2020,HSBC DPM1002/01267 CQM5846
04/08/2020,NCB DPM1002/01295 CDM67802
13/08/2020,MEGADYNE
12/08/2020,HSBC DPM1002/01814 CQM589C
14/08/2020,HSBC DPM1002/01838 CQM58EE
14/08/2020,NCB DPM1002/01313 CDM67811
15/08/2020,HSBC DPM1002/01940 CQM5897
15/08/2020,HSBC DPM1002/01875 CQM5885
16/08/2020,HSBC DPM1002/01433 CQM586C
17/08/2020,HASE DPM1002/01699 CQM4C1B
17/08/2020,HASE DPM1002/00551 CQM4C20
18/08/2020,HSBC DPM1002/01148 CQM58DB
18/08/2020,HSBC DPM1002/01920 CQM583F
18/08/2020,HSBC DPM1002/00362 CQM5829
18/08/2020,HSBC DPM1002/00504 CQM58D6
19/08/2020,HSBC DPM1002/00304 CQM587F
19/08/2020,HSBC DPM1002/01949 CQM582F
19/08/2020,HSBC DPM1002/01961 CQM583B
19/08/2020,HSBC DPM1002/02040 CQM583C
19/08/2020,HSBC DPM1002/01960 CQM583A
20/08/2020,HSBC DPM1002/00453 CQM58C8
20/08/2020,HSBC DPM1002/00417 CQM581A
20/08/2020,HSBC DPM1002/01877 CQM587D
20/08/2020,HSBC DPM1002/01938 CQM58AA
